"source","state_name","county_name","cases_count","report_date"
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Gaines",156,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lubbock",3,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lynn",2,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Martin",3,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Terry",32,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Yoakum",10,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Harris",2,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Rockwall",1,2025-03-11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Travis",1,2025-03-11
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Cochran",6,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dallam",6,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dawson",11,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Ector",2,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Gaines",174,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lamar",4,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lubbock",4,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lynn",2,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Martin",3,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Terry",36,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Yoakum",11,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Harris",2,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Rockwall",1,2025-03-14
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Travis",1,2025-03-14
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Cochran",7,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dallam",6,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dawson",11,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Ector",2,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Gaines",191,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lamar",7,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lubbock",5,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lynn",2,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Martin",3,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Terry",36,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Yoakum",11,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Harris",3,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Rockwall",1,2025-03-18
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Travis",1,2025-03-18
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Cochran",7,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dallam",6,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dawson",13,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Ector",2,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Gaines",211,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Garza",1,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Hale",1,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Hockley",1,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lamar",7,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lubbock",8,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lynn",2,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Martin",3,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Terry",37,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Yoakum",12,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Harris",3,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Midland",1,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Rockwall",1,2025-03-21
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Travis",1,2025-03-21
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Cochran",7,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dallam",6,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Dawson",13,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Ector",2,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Gaines",226,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Garza",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Hale",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Hockley",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lamar",7,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lamb",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lubbock",10,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Lynn",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Martin",3,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Terry",37,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Yoakum",13,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Harris",3,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Midland",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Rockwall",1,2025-03-25
"https://web.archive.org/web/20250325173922/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025","Texas","Travis",1,2025-03-25
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Cochran",8,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Dallam",7,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Dawson",14,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Ector",4,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Gaines",270,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Garza",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Hale",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Hockley",2,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Lamar",10,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Lamb",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Lubbock",23,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Lynn",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Martin",3,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Terry",38,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Yoakum",15,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Andrews",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Harris",3,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Midland",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Rockwall",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Travis",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-measles-cases-jump-400","Texas","Erath",1,2025-03-28
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Cochran",8,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Dallam",7,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Dawson",14,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Ector",5,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Gaines",280,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Garza",2,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Hale",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Hockley",2,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Lamar",10,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Lamb",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Lubbock",27,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Lynn",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Martin",3,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Terry",41,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Yoakum",16,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Andrews",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Harris",3,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Midland",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Rockwall",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Travis",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Erath",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Fort Bend",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-cases-new-counties-total-422","Texas","Brown",1,2025-04-01
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Cochran",9,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Dallam",7,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Dawson",20,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Ector",8,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Gaines",315,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Garza",2,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Hale",3,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Hockley",3,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Lamar",11,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Lamb",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Lubbock",33,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Lynn",2,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Martin",3,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Terry",43,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Yoakum",17,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Andrews",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Harris",3,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Midland",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Rockwall",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Travis",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Erath",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Fort Bend",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-reports-59-new-cases-total-cases-481","Texas","Brown",1,2025-04-04
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Cochran",10,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Dallam",7,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Dawson",20,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Ector",8,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Gaines",328,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Garza",2,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Hale",5,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Hockley",3,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Lamar",11,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Lamb",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Lubbock",36,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Lynn",2,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Martin",3,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Terry",46,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Yoakum",17,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Andrews",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Harris",3,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Midland",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Rockwall",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Travis",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Erath",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Fort Bend",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported","Texas","Brown",1,2025-04-08
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Cochran",11,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Dallam",7,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Dawson",21,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Ector",8,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Gaines",355,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Garza",2,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Hale",5,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Hockley",3,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Lamar",11,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Lamb",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Lubbock",38,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Lynn",2,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Martin",3,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Terry",47,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Yoakum",18,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Andrews",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Harris",4,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Midland",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Rockwall",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Travis",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Erath",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Fort Bend",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Brown",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Borden",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","Randall",1,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541","Texas","El Paso",3,2025-04-11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Cochran",12,2025-04-15
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Dallam",7,2025-04-15
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Dawson",21,2025-04-15
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Ector",8,2025-04-15
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Gaines",364,2025-04-15
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Garza",2,2025-04-15
"https://www.fox4news.com/news/texas-measles-outbreak-2025-april-15-update","Texas","Hale",5,2025-04-15
