"source","report_date","state_name","county_name","cases_count"
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Cochran",11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Dallam",7
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Dawson",21
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Ector",8
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Gaines",355
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Garza",2
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Hale",5
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Hockley",3
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Lamar",11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Lamb",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Lubbock",38
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Lynn",2
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Martin",3
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Terry",47
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Yoakum",18
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Andrews",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Harris",4
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Midland",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Rockwall",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Travis",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Erath",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Fort Bend",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Brown",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Borden",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-state-identifies-36-new-cases-total-541",2025-04-11,"Texas","Randall",1
